TEXTFILE_FILTER,文本文件(*.txt;*.csv)|*.txt;*.csv||,Text File(*.txt;*.csv)|*.txt;*.csv||,文字檔案(*.txt;*.csv)|*.txt;*.csv||
8106018,货币,Currency,貨幣
8106019,TicksPerPoint,TicksPerPoint,TicksPerPoint
8106020,价格变动单位,TickSize,價格變動單位
8106021,行权手续费率,StrikeRatioByMoney,行權手續費率
8106022,行权手续费,StrikeRatioByVolume,行權手續費
8106023,期权保证金不变部分,OptionFixedMargin,期權保證金不變部分
8106024,期权最小保证金,OptionMiniMargin,期權最小保證金

8109000,合约,Contract ID,合約
8109001,买卖,Direction,買賣
8109002,手数,Volume,手數
8109003,投保,Hedge,投保
8109004,占用保证金,Current Margin,佔用保證金
8109005,持仓均价,Avg Price,持倉均價
8109006,开仓均价,Open Avg Price,開倉均價
8109007,账号,Account,帳號

8110000,静态权益,Static Profit,靜態權益
8110001,持仓盈亏,Position Profit,持倉盈虧
8110002,平仓盈亏,Close Profit,平倉盈虧
8110003,动态权益,Dynamic Profit,動態權益
8110004,占用保证金,Current Margin,佔用保證金
8110005,手续费,Commission,手續費
8110006,冻结保证金,Frozen Margin,凍結保證金
8110007,冻结手续费,Frozen Commission,凍結手續費
8110008,上次结算准备金,Pre Balance,上次結算準備金
8110009,上次信用额度,Pre Credit,上次信用額度
8110010,质押金额,Mortgage,質押金額
8110011,上次质押金额,Pre Mortgage,上次質押金額
8110012,冻结资金,Frozen Cash,凍結資金
8110013,可用资金,Available,可用資金
8110014,可取资金,Withdraw Quota,可取資金
8110015,风险度,Risk Degree,風險度
8110016,信用金额,Credit,信用金額
8110017,今日入金,Today Deposit,今日入金
8110018,今日出金,Today Withdraw,今日出金
8110019,剩余购买力,BPRemaining,剩餘購買力
8110020,已占用购买力,BPUsed,已佔用購買力
8110021,持仓占用,OpenPositionExposure,持倉佔用
8110022,盈亏比例,Burn Rate,盈虧比例
8110023,账号,Account,帳號
8110024,缴付保证金,Margin Paid,繳付保證金
8110025,总盈亏,Total Profit,總盈虧

8113000,报单编号,Order SysID,報單編號
8113001,合约,Contract ID,合約
8113002,买卖,Direction,買賣
8113003,开平,Open/Close,開平
8113004,报单手数,Order Volume,報單手數
8113005,未成交手数,Remain Volume,未成交手數
8113006,报单价格,Send Price,報單價格
8113007,报单时间,Order Time,報單時間
8113008,冻结保证金,Frozen Margin,凍結保證金
8113009,冻结手续费,Frozen Commission,凍結手續費
8113010,序列号,Sequence ID,序列號
8113011,交易所,Exchange,交易所
8113012,投保,Hedge,投保
8113013,成交手数,Fill Volume,成交手數
8113014,报单价格条件,Price Condition,報單價格條件
8113015,有效期类型,Time In Force,有效期類型
8113016,报单类型,Order Type,報單類型
8113017,最后成交时间,Last Filling Time,最後成交時間
8113018,成交均价,Avg Price,成交均價
8113019,是否强平,Force Close,是否強平
8113020,强平原因,Force Close Reason,強平原因
8113021,指令结果,Command Result,指令結果
8113022,挂单状态,Order status,掛單狀態
8113023,详细状态,Detail Status,詳細狀態
8113024,客户端信息,Client Message,用戶端信息
8113026,交易账号,Account,交易帳號

8114000,报单编号,Order SysID,報單編號
8114001,合约,Contract ID,合約
8114002,买卖,Direction,買賣
8114003,开平,Open/Close,開平
8114004,挂单状态,Order status,掛單狀態
8114005,报单价格,Send Price,報單價格
8114006,报单手数,Order Volume,報單手數
8114007,未成交手数,Remain Volume,未成交手數
8114008,成交手数,Fill Volume,成交手數
8114009,详细状态,Detail Status,詳細狀態
8114010,报单时间,Order Time,報單時間
8114011,最后成交时间,Last Filling Time,最後成交時間
8114012,成交均价,Avg Price,成交均價
8114013,冻结保证金,Frozen Margin,凍結保證金
8114014,冻结手续费,Frozen Commission,凍結手續費
8114015,投保,Hedge,投保
8114016,交易所,Exchange,交易所
8114017,序列号,Sequence ID,序列號
8114018,报单价格条件,Price Condition,報單價格條件
8114019,有效期类型,Time In Force,有效期類型
8114020,报单类型,Order Type,報單類型
8114021,是否强平,Force Close,是否強平
8114022,强平信息,Force Close Reason,強平信息
8114023,指令结果,Command Result,指令結果
8114024,客户端信息,Client Message,用戶端信息
8114025,交易账号,Account,交易帳號

8119001,组号,Group ID,組號
8119002,组内号,Group Sub ID,組內號
8119003,委托号,Order Send SysID,委託號
8119004,委托状态,Order Status,委託狀態
8119005,合约,Contract ID,合約
8119006,买卖,Direction,買賣
8119007,开平,Open/Close,開平
8119008,投保,Hedge,投保
8119009,委托手数,Order Open Volume,委託手數
8119010,委托价格,Order Open Price,委託價格

8120001,条件单号,Condition ID,條件單號
8120002,状态,Status,狀態
8120003,委托号,Order Send SysID,委託號
8120004,委托状态,Order Status,委託狀態
8120005,合约,Contract ID,合約
8120006,买卖,Direction,買賣
8120007,开平,Open/Close,開平
8120008,投保,Hedge,投保
8120009,委托手数,Order Open Volume,委託手數
8120010,委托价格,Order Open Price,委託價格
8120011,触发价格,Trigger Price,觸發價格
8120012,触发条件,Trigger Condition,觸發條件
8120013,预埋时间,Delete Time,預埋時間
8120014,信息,Message,資訊

8121001,止盈止损单号,Stop ID,止盈止損單號
8121002,开仓委托号,Open Order SysID,開倉委託號
8121003,状态,Status,狀態
8121004,条件单号,Condition ID,條件單號
8121005,合约,Contract ID,合約
8121006,开仓方向,Open Direction,開倉方向
8121007,委托手数,Order Open Volume,委託手數
8121008,委托价格,Order Open Price,委託價格
8121009,成交价偏移,Trading Price Offset,成交價偏移
8121010,止盈价,Stop Profit Price,止盈價
8121011,止损价,Stop Lose Price,止損價
8121012,止盈预测,Stop Profit,止盈預測
8121013,止损预测,Stop Lose,止損預測
8121014,触发价格类型,Trigger Condition Type,觸發價格類型
8121015,平仓方式,Close Mode,平倉方式
8121016,平仓反向差,Close Offset,平倉反向差
8121017,委托状态,Entrust State,委託狀態
8121018,止盈价差,Stop profit spreads,止盈價差
8121019,止损价差,Stop the spread,止損價差

8124001,预埋单号,Parking ID,預埋單號
8124002,状态,Status,狀態
8124003,合约,Contract ID,合約
8124004,买卖,Direction,買賣
8124005,开平,Open/Close,開平
8124006,投保,Hedge,投保
8124007,委托手数,Order Open Volume,委託手數
8124008,委托价格,Order Open Price,委託價格
8124009,预埋时间,Parking Time,預埋時間
8124010,结束时间,Delete Time,結束時間
8124011,信息,Message,資訊

8133001,盈损明细号,P&L Detail ID,盈損明細號
8133002,盈损单号,P&L ID,盈損單號
8133003,开仓委托号,Open Order SysID,開倉委託號
8133004,成交编号,Trade ID,成交編號
8133005,状态,Status,狀態
8133006,条件单号,Condition ID,條件單號
8133007,止盈状态,Stop Profit Status,止盈狀態
8133008,止损状态,Stop Lose Status,止損狀態
8133009,合约,Contract ID,合約
8133010,买卖,Direction,買賣
8133011,平仓方向,Close Direction,平倉方向
8133012,委托手数,QTY,委託手數
8133013,委托价格,Price,委託價格
8133014,成交价偏移,Trading Price Offset,成交價偏移
8133015,止盈价,Stop Profit Price,止盈價
8133016,止损价,Stop Lose price,止損價
8133017,止盈平仓价,profit Open price,止盈平倉價
8133018,止损平仓价,Lose Open price,止損平倉價
8133019,止盈预测,profit Open price,止盈平倉價
8133020,止损预测,Lose Open price,止損平倉價
8133021,触发价格类型,Trigger Condition Type,觸發價格類型
8133022,平仓方式,Close Mode,平倉方式
8133023,平仓反向差,Close Offset,平倉反向差

8134001,持仓止盈止损编号,Position P&L ID,持倉止盈止損編號
8134002,状态,Status,狀態
8134003,条件单号,Condition ID,條件單號
8134004,止盈状态,Stop Profit Status,止盈狀態
8134005,止损状态,Stop Lose Status,止損狀態
8134006,合约,Contract ID,合約
8134007,平仓方向,Close Direction,平倉方向
8134008,委托手数,QTY,委託手數
8134009,委托价格,Price,委託價格
8134010,止盈价,Stop Profit Price,止盈價
8134011,止损价,Stop Lose price,止損價
8134012,止盈平仓价,profit Open price,止盈平倉價
8134013,止损平仓价,Lose Open price,止損平倉價
8134014,止盈预测,profit Open price,止盈平倉價
8134015,止损预测,Lose Open price,止損平倉價
8134016,触发价格类型,Trigger Condition Type,觸發價格類型
8134017,平仓方式,Close Mode,平倉方式
8134018,平仓反向差,Close Offset,平倉反向差

8131000,合约,Contract ID,合約
8131001,买卖,Direction,買賣
8131002,投保,Hedge,投保
8131003,总持仓,Position,總持倉
8131004,可平量,Enable Close Volumn,可平量
8131005,现价,Last Price,現價
8131006,持仓均价,Avg Price,持倉均價
8131007,开仓均价,Open Avg Price,開倉均價
8131008,持仓盈亏,Position Profit,持倉盈虧
8131009,浮动盈亏,Float Profit,浮動盈虧
8131010,盯市总盈亏,Position Profit By Date,盯市總盈虧
8131011,占用保证金,Current Margin,佔用保證金
8131012,昨仓,Pre Position,昨倉
8131013,今仓,Today Position,今倉
8131014,多头开仓价,Buy Open Price,多頭開倉價
8131015,空头开仓价,Sell Open Price,空頭開倉價
8131016,今开仓量,Today Open Volume Sum,今開倉量
8131017,今平仓量,Today Close Volume Sum,今平倉量
8131018,总多仓,Open Buy Position Sum,總多倉
8131019,总空仓,Open Sell Position Sum,總空倉
8131020,今多仓,Today Open Buy Position Sum,今多倉
8131021,今空仓,Today Open Sell Position Sum,今空倉
8131022,总可平今量,Today May Close Position Total,總可平今量
8131023,总可平昨量,Pre May Close Position Total,總可平昨量
8131024,平今挂单量,Today Close Order Volume Sum,平今掛單量
8131025,平仓挂单量,Close Order Volume Sum,平倉掛單量
8131026,可平今量,Today May Close Position Sum,可平今量
8131027,可平昨量,Pre May Close Position Sum,可平昨量
8131028,交易所,Exchange,交易所
8131029,货币,Currency,貨幣
8131030,持仓盈亏,Position Profit,持倉盈虧
8131031,平均价,Avg Price,平均價
8131032,买入,Buy,買入
8131033,卖出,Sell,賣出
8131034,总盈亏,Total Profit,總盈虧
8131035,每手保证金,Margin Per Lot,每手保證金
8131036,资金消耗率,Burn Rate,資金消耗率
8131037,持仓占用,Open Position Exposure,持倉佔用
8131038,剩余购买力,BPRemaining,剩餘購買力
8131039,已占用购买力,BPUsed,已佔用購買力
8131040,缴付保证金,Margin Paid,繳付保證金
8131041,账号,Account,帳號
8131042,平仓盈亏,Close Profit,平倉盈虧

8126001,下单,Valid,下單
8126002,ID,ID,ID
8126003,投资者,Investor,投資者
8126004,投资者账号,Account,投資者帳號
8126005,登陆状态,Logon Status,登陸狀態
8126006,行情,Use Quote,行情
8126007,可用资金,Avaliable,可用資金
8126008,上次结算准备金,PreBalance,上次結算準備金
8126009,静态权益,Static Profit,靜態權益
8126010,动态权益,Dynamic Profit,動態權益
8126011,持仓盈亏,Position Profit,持倉盈虧
8126012,平仓盈亏,Close Profit,平倉盈虧
8126013,风险度,Risk Degree,風險度
8126014,占用保证金,Used Margin,佔用保證金
8126015,手续费,Commission,手續費
8126016,冻结保证金,Frozen margin,凍結保證金
8126017,冻结手续费,Frozen Commission,凍結手續費
8126018,上次信用额度,Last line of credit,上次信用額度
8126019,上次质押金额,Last pledge amount,上次質押金額
8126020,质押金额,Pledge Amount,質押金額
8126021,冻结资金,Frozen funds,凍結資金
8126022,可取资金,Desirability of funding,可取資金
8126023,信用金额,Credit Amount,信用金額
8126024,今日入金,Today deposit,今日入金
8126025,今日出金,Today Withdrawal,今日出金
8126026,首账号,First Account,首賬號

Name_Position,持仓,Position,持倉
Name_PositionDetail,持仓明细,Position Detail,持倉明細
Name_PositionComb,组合持仓,Position Combine,組合持倉
STATISTICSOFNUMBER_PositionDetail,持仓明细记录总数为：,Statistics of position detail number is:,持倉明細記錄總數為：
UPDATEAPP_NEW_VER_PMT,中国国际期货交易终端有新版本，版本号为：,New Version(,中國國際期貨交易終端有新版本，版本號為：
UPDATEAPP_LCL_VER_PMT,(本地版本号为:,)is available.your local version( ,(本地版本號為:
UPDATEAPP_REPLACE_PMT,)\n是否进行替代安装?\n\n(备注：安装前会关闭正在运行的交易终端)\n\n,)is out of date.Are you Install the new version?\n\n,)\n是否進行替代安裝?\n\n(備註：安裝前會關閉正在運行的交易終端)\n\n
INSTALL_DIR_READ_ONLY,安装目录为只读，系统无法启动！,The install directory is read only.Application can not start.,安裝目錄為唯讀，系統無法啟動！
USEROPERATE_CLICK_PMT,鼠标单击价格，合约[%s]，方向[%c]\n,"Left Click price column,instrument is %s,direction is %c\n",滑鼠單擊價格，合約[%s]，方向[%c]\n
OBP_INPUT_BEGIN,批量单数据：\n,Batch order:\n,批量單數據：\n
OBP_INPUT_BEGIN1,条件单数据：\n,Condition order:\n,條件單數據：\n
OBP_INPUT_MIDDLE,价格类型=[,Price Type is,價格類型=[
OBP_INPUT_END,"],\t ",",\t","],\t "
OBP_INPUT_MIDDLE1,每批数量=[,account per batch is ,每批數量=[
OBP_INPUT_MIDDLE2,发送间隔=[,time interval per batch is ,發送間隔=[
FUNDACCOUNTQRYDLG_TEXT,期货资金账户详情,Detail of Fund Account,期貨資金帳戶詳情
SVR_SH_CTP_SIMU,上海综合交易模拟,Shanghai CTP simulation,上海綜合交易類比
SVR_ST_INX_SIMU,股指期货模拟,Stock index simulation,股指期貨模擬
SVR_TELE_INET,电信服务器,Telecom,電信伺服器
SVR_UNI_INET,联通服务器,Unicom,聯通伺服器
SVR_SH_TELE_INET,上海电信互联网,Shanghai Telecom Internet,上海電信互聯網
SVR_SH_UNI_INET,上海联通互联网,Shanghai Unicom Internet,上海聯通互聯網
SVR_BJ_TELE_INET,北京电信互联网,Beijing Telecom Internet,北京電信互聯網
SVR_BJ_UNI_INET,北京联通互联网,Beijing Unicom Internet,北京聯通互聯網
SVR_SZ_TELE_INET,深圳电信互联网,Shenzhen Telecom Internet,深圳電信互聯網
SVR_SZ_UNI_INET,深圳联通互联网,Shenzhen Unicom Internet,深圳聯通互聯網
SVR_BJ_BACKUP_TELETRON,北京灾备(电信通),Beijing disaster recovery(Teletron),北京災備(電信通)
SVR_BJ_BACKUP_UNICOM,北京灾备(联通),Beijing disaster recovery (Unicom),北京災備(聯通)
SVR_PATS_TEST,PATS远程测试服务器,PATS Testting Server,PATS遠端測試伺服器
SVR_CIFCO_HK1,中期香港PATS服务器1,CIFCOHK PATS Server 1,中期香港PATS伺服器1
USERLOGINDLG_DLDOWNLOADING,"下载数据中,请耐心等待…","Data Donloading,Please wait…","下載數據中,請耐心等待…"
PROXY_SVR_SETUP,代理及服务器设置...,Proxy And Server Setup…,代理及伺服器設置...
PROXYSVRSETUP_TITLE ,代理及服务器设置,Proxy And Server Setup,代理及伺服器設置
SOCKS_TYPE ,类型,Type,類型
SOCKS_USESOCKS ,使用代理,Using Proxy,使用代理
SOCKS_NOSOCKS ,不使用代理,Not Using Proxy,不使用代理
SOCKS_ADDR ,地址,Address,地址
SOCKS_PORT ,端口,Port,埠
SOCKS_USER ,用户名,User,用戶名
SOCKS_PWD ,密码,Password,密碼
SOCKS_SETUP ,服务器设置,Server Setup,伺服器設置
SOCKS_SVRLIST ,服务器组,Servers List,伺服器組
SOCKS_SVRCODE ,公司代码,Broker Code,公司代碼
SOCKS_ADDR_TRADE ,交易服务器地址,Trade Server Address,交易伺服器位址
SOCKS_ADDR_QUOT ,行情服务器地址,Quot Server Address,行情伺服器地址
SOCKS_ADD,添加,Add,添加
SOCKS_DEL,删除,Delete,刪除
SOCKS_OK,确定,OK,確定
SOCKS_CANCEL,取消,Cancel,取消
QueryInProgress,正在查询......,Being queried......,正在查詢......
BtnText_Close,关闭,Close,關閉

MENU_LOGIN,登录,Login,登錄
MENU_LOGOUT,退出,Logout,退出
MENU_SETQUOT,设置行情,Set quot,設置行情
MENU_SETFIRSTACCOUNT,设置首账号,Set first account,設置首賬號

MSG_PleaseSelectOpenCloseMode,请选择开平方式,Please select open or close,請選擇開平方式
